1.000000000000000000e+01,1.415000000000000036e+00,0.000000000000000000e+00,8.730221400000000020e-01,1.254744730000000086e+00
9.929758943883852496e+00,1.413739504783893874e+00,6.351696511005169160e-03,8.707580144969566671e-01,1.248908755951924965e+00
9.859818858510402961e+00,1.412467122793606311e+00,1.279699263392332885e-02,8.684293073169679911e-01,1.242938654530975073e+00
9.790185479238973087e+00,1.411182862210553113e+00,1.933756867681010391e-02,8.660341510626100581e-01,1.236830987184501796e+00
9.720864660013702974e+00,1.409886740950794914e+00,2.597513193315351826e-02,8.635706266224921768e-01,1.230582231196038379e+00
9.651862375368279956e+00,1.408578787293043311e+00,3.271141659384207284e-02,8.610367621757620826e-01,1.224188778585832749e+00
9.583184722417669832e+00,1.407259040536009476e+00,3.954818360924988035e-02,8.584305322223628743e-01,1.217646935097461469e+00
9.514837922832528605e+00,1.405927551685925758e+00,4.648722049742544382e-02,8.557498566443204613e-01,1.210952919282026974e+00
9.446828324791631815e+00,1.404584384175043166e+00,5.353034109414654684e-02,8.529925998037946044e-01,1.204102861692342152e+00
9.379162404907363637e+00,1.403229614611865239e+00,6.067938524037292530e-02,8.501565696841072439e-01,1.197092804200446725e+00
9.311846770118940242e+00,1.401863333563829084e+00,6.793621840239154330e-02,8.472395170804662978e-01,1.189918699452798379e+00
9.244888159547677731e+00,1.400485646373087478e+00,7.530273121970693095e-02,8.442391348476384616e-01,1.182576410478518358e+00
9.178293446308284587e+00,1.399096674005973595e+00,8.278083897548199621e-02,8.411530572123833149e-01,1.175061710467164788e+00
9.112069639269723353e+00,1.397696553936645492e+00,9.037248098408398600e-02,8.379788591590475733e-01,1.167370282733635634e+00
9.046223884758829215e+00,1.396285441065316268e+00,9.807961989003674552e-02,8.347140558973317193e-01,1.159497720888986061e+00
8.980763468199453925e+00,1.394863508671359442e+00,1.059042408724256007e-01,8.313561024218789619e-01,1.151439529237165305e+00
8.915695815679471892e+00,1.393430949401456953e+00,1.138483507485464619e-01,8.279023931740000508e-01,1.143191123418936028e+00
8.851028495437576638e+00,1.391987976292810014e+00,1.219139769703380394e-01,8.243502618165313711e-01,1.134747831325534362e+00
8.786769219261335806e+00,1.390534823831274913e+00,1.301031665068866361e-01,8.206969811335320664e-01,1.126104894305951953e+00
8.722925843787551869e+00,1.389071749044100468e+00,1.384179846060502317e-01,8.169397630672502464e-01,1.117257468693070521e+00
8.659506371695490756e+00,1.387599032626741113e+00,1.468605134280138169e-01,8.130757589055293000e-01,1.108200627675238525e+00
8.596518952783119616e+00,1.386116980102997776e+00,1.554328505433649199e-01,8.091020596335783965e-01,1.098929363541254256e+00
8.533971884916009998e+00,1.384625923017481552e+00,1.641371072880691839e-01,8.050156964647923186e-01,1.089438590328080325e+00
8.471873614838109745e+00,1.383126220159128339e+00,1.729754069675355777e-01,8.008136415660699337e-01,1.079723146901973241e+00
8.410232738833130384e+00,1.381618258814182099e+00,1.819498829017914543e-01,7.964928089938405620e-01,1.069777800505024690e+00
8.349058003224850921e+00,1.380102456046740311e+00,1.910626763036450682e-01,7.920500558577601158e-01,1.059597250800394352e+00
8.288358304704194879e+00,1.378579260004592077e+00,2.003159339816009132e-01,7.874821837297737437e-01,1.049176134450723330e+00
8.228142690470484411e+00,1.377049151247689451e+00,2.097118058592168377e-01,7.827859403169492580e-01,1.038509030265346134e+00
8.168420358173907658e+00,1.375512644096171133e+00,2.192524423025567770e-01,7.779580214171605279e-01,1.027590464952943705e+00
8.109200655645775413e+00,1.373970287994402906e+00,2.289399912474049947e-01,7.729950731773276296e-01,1.016414919517167004e+00
8.050493080402841173e+00,1.372422668887013364e+00,2.387765951179732504e-01,7.678936946744890912e-01,1.004976836333493884e+00
7.992307278911569668e+00,1.370870410602380352e+00,2.487643875289579087e-01,7.626504408404817248e-01,9.932706269461180071e-01
7.934653045597939602e+00,1.369314176238475511e+00,2.589054897629978202e-01,7.572618257514146523e-01,9.812906806239867219e-01
7.877540321588123007e+00,1.367754669545383051e+00,2.692020070158513967e-01,7.517243263034366629e-01,9.690313737151541318e-01
7.820979193165134902e+00,1.366192636298195096e+00,2.796560244019631325e-01,7.460343862964894379e-01,9.564870798383704464e-01
7.764979889926397760e+00,1.364628865653337852e+00,2.902696027135321932e-01,7.401884209477935794e-01,9.436521809502380620e-01
7.709552782627037359e+00,1.363064191480705123e+00,3.010447739267378409e-01,7.341828218567175712e-01,9.305210793252847168e-01
7.654708380693697301e+00,1.361499493663277160e+00,3.119835364494272789e-01,7.280139624424003530e-01,9.170882104848919747e-01
7.600457329393675465e+00,1.359935699355176553e+00,3.230878501053396357e-01,7.216782038750256811e-01,9.033480571091175859e-01
7.546810406644285152e+00,1.358373784188372513e+00,3.343596308508332560e-01,7.151719015209478947e-01,8.892951639630147787e-01
7.493778519447550579e+00,1.356814773417491127e+00,3.458007452211131483e-01,7.084914119209296812e-01,8.749241538660298412e-01
7.441372699935606683e+00,1.355259742991426597e+00,3.574130045041265524e-01,7.016331003195424021e-01,8.602297447293901778e-01
7.389604101012568371e+00,1.353709820539686026e+00,3.691981586416181460e-01,6.945933487622782954e-01,8.452067676820368414e-01
7.338483991579119348e+00,1.352166186260651548e+00,3.811578898583178887e-01,6.873685647751053285e-01,8.298501863005453005e-01
7.288023751326663024e+00,1.350630073698201761e+00,3.932938060218809095e-01,6.799551906390383094e-01,8.141551169525720333e-01
7.238234865088609915e+00,1.349102770392432094e+00,4.056074337380164985e-01,6.723497132697773271e-01,7.981168502566150513e-01
7.189128916737197450e+00,1.347585618389542716e+00,4.181002111872340055e-01,6.645486747095616931e-01,7.817308736532401214e-01
7.140717582615236481e+00,1.346080014595345986e+00,4.307734807118033249e-01,6.565486832350789781e-01,7.649928950743650757e-01
7.093012624493257867e+00,1.344587410956297635e+00,4.436284811638734338e-01,6.483464250815405006e-01,7.478988676876878738e-01
7.046025882043796429e+00,1.343109314451484293e+00,4.566663400282156005e-01,6.399386767788755037e-01,7.304450156828679042e-01
